opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-01775,Atlas Computing,Cloud Connect,1728.76,2 - Design Solution,Longshot,Jose Banales,Channel,02/22/2026,06/06/2026
OPP-01776,NexGen Telecom,Dark Fiber,168.16,2 - Design Solution,Longshot,Mark Thompson,Channel,03/02/2026,07/20/2026
OPP-01778,CopperLine,Dark Fiber,592.41,2 - Design Solution,Commit,Sarah Mitchell,Channel,03/10/2026,06/21/2026
OPP-01779,CloudFirst,Managed Services,285.92,Verbal Agreement,Commit,Chris Weber,Channel,03/04/2026,07/17/2026
OPP-01782,TerraLink,DDoS Protection,694.08,Verbal Agreement,Best Case,Ryan O'Brien,Channel,01/19/2026,05/20/2026
OPP-01783,GridForce,Managed Services,55.29,1 - Discover,Commit,Nicole Foster,Direct,12/18/2025,09/12/2026
OPP-01784,OmniConnect,Colocation,365.5,1 - Discover,Not In Forecast,Chris Weber,Agent,12/25/2025,09/11/2026
OPP-01787,PulseNet,IP Transit,124.87,2 - Design Solution,Not In Forecast,Jose Banales,Channel,02/12/2026,06/08/2026
OPP-01788,VectorData,MPLS,3489.26,1 - Discover,Best Case,Chris Weber,Direct,12/25/2025,06/01/2026
OPP-01790,SkyBridge Networks,MPLS,2553.35,1 - Discover,Best Case,Chris Weber,Agent,02/26/2026,09/08/2026
OPP-01791,SwiftNode,Managed Services,226.12,2 - Design Solution,Best Case,David Park,Agent,12/08/2025,08/18/2026
OPP-01793,WavePoint,Dark Fiber,446.98,3 - Propose,Best Case,Chris Weber,Direct,11/21/2025,09/01/2026
OPP-01804,GoldGrid,SD-WAN,168.2,1 - Discover,Commit,Ryan O'Brien,Direct,11/29/2025,07/16/2026
OPP-01807,CloudFirst,Dark Fiber,192.99,Verbal Agreement,Best Case,Amy Rodriguez,Direct,03/09/2026,04/11/2026
OPP-01808,Acme Corp,Cloud Connect,131.79,3 - Propose,Best Case,Jose Banales,Channel,01/27/2026,03/18/2026
OPP-01809,OmniConnect,Colocation,725.56,Verbal Agreement,Not In Forecast,Mark Thompson,Channel,01/07/2026,08/01/2026
OPP-01810,IronGate Tech,IP Transit,90.42,2 - Design Solution,Best Case,Jessica Kim,Channel,03/10/2026,07/24/2026
OPP-01811,GoldGrid,DDoS Protection,275.74,4 - Negotiate,Not In Forecast,Lisa Chen,Direct,12/10/2025,06/27/2026
OPP-01813,ByteWorks,MPLS,744.64,Verbal Agreement,Best Case,Mark Thompson,Direct,01/16/2026,08/18/2026
OPP-01814,NetScale Systems,Colocation,63.22,1 - Discover,Not In Forecast,Jessica Kim,Channel,01/06/2026,04/11/2026
OPP-01817,NexGen Telecom,Colocation,2121.64,2 - Design Solution,Not In Forecast,David Park,Channel,01/05/2026,06/20/2026
OPP-01818,Zenith Systems,Colocation,478.13,3 - Propose,Longshot,Chris Weber,Direct,01/14/2026,05/09/2026
OPP-01822,RedRock Data,SD-WAN,218.47,Verbal Agreement,Best Case,Ryan O'Brien,Channel,02/28/2026,08/20/2026
OPP-01824,CopperLine,Colocation,1366.89,3 - Propose,Longshot,Ryan O'Brien,Direct,12/25/2025,06/06/2026
OPP-01825,Acme Corp,MPLS,1272.93,4 - Negotiate,Best Case,Mark Thompson,Agent,12/03/2025,03/26/2026
OPP-01827,FiberLink,Ethernet,1006.55,Verbal Agreement,Commit,Jose Banales,Agent,12/30/2025,07/19/2026
OPP-01828,HorizonIO,Colocation,111.53,4 - Negotiate,Commit,Ryan O'Brien,Direct,12/07/2025,07/10/2026
OPP-01831,SwiftNode,MPLS,791.62,1 - Discover,Best Case,Jose Banales,Agent,01/10/2026,08/29/2026
OPP-01832,DataSync Labs,Dark Fiber,173.82,4 - Negotiate,Commit,Sarah Mitchell,Agent,12/17/2025,05/26/2026
OPP-01833,FlexNet Solutions,SD-WAN,298.15,1 - Discover,Longshot,David Park,Direct,01/11/2026,08/08/2026
OPP-01834,Zenith Systems,Cloud Connect,605.66,4 - Negotiate,Not In Forecast,Mark Thompson,Channel,12/05/2025,06/06/2026
OPP-01839,Pinnacle IT,Ethernet,475.05,4 - Negotiate,Best Case,Mark Thompson,Agent,02/05/2026,06/14/2026
OPP-01841,SwiftNode,Wavelengths,261.26,Verbal Agreement,Not In Forecast,Jose Banales,Channel,01/15/2026,06/04/2026
OPP-01842,PrimeRoute,Managed Services,896.28,3 - Propose,Longshot,Lisa Chen,Channel,12/02/2025,07/14/2026
OPP-01843,DigiPath,Cloud Connect,360.41,Verbal Agreement,Best Case,Nicole Foster,Channel,11/22/2025,06/11/2026
OPP-01853,Cascade Networks,SD-WAN,546.46,4 - Negotiate,Longshot,Nicole Foster,Agent,03/03/2026,07/21/2026
OPP-01856,Cascade Networks,SD-WAN,866.5,3 - Propose,Not In Forecast,David Park,Channel,02/23/2026,04/27/2026
OPP-01858,DigiPath,Wavelengths,1606.2,4 - Negotiate,Commit,Nicole Foster,Direct,03/11/2026,03/23/2026
OPP-01861,Acme Corp,Cloud Connect,718.23,1 - Discover,Best Case,Lisa Chen,Direct,02/26/2026,08/14/2026
OPP-01865,LinkStream,DDoS Protection,164.95,1 - Discover,Not In Forecast,Chris Weber,Direct,01/29/2026,05/19/2026
OPP-01869,RedRock Data,IP Transit,681.16,Verbal Agreement,Longshot,Jessica Kim,Direct,03/15/2026,05/20/2026
OPP-01871,FiberLink,MPLS,28.18,2 - Design Solution,Longshot,Jessica Kim,Channel,01/09/2026,05/24/2026
OPP-01875,GoldGrid,Colocation,830.88,3 - Propose,Best Case,Jessica Kim,Channel,03/06/2026,07/21/2026
OPP-01879,Acme Corp,MPLS,192.41,3 - Propose,Best Case,Jose Banales,Agent,01/01/2026,05/24/2026
OPP-01880,SignalBridge,Dark Fiber,1066.48,2 - Design Solution,Commit,David Park,Direct,02/04/2026,03/26/2026
OPP-01887,DataSync Labs,Dark Fiber,129.35,2 - Design Solution,Best Case,Nicole Foster,Channel,11/26/2025,08/11/2026
OPP-01889,RedRock Data,Ethernet,328.12,Verbal Agreement,Commit,Mark Thompson,Channel,12/12/2025,03/26/2026
OPP-01892,DigiPath,MPLS,382.24,1 - Discover,Longshot,Mark Thompson,Agent,12/27/2025,05/19/2026
OPP-01893,BluePeak,Dark Fiber,123.28,3 - Propose,Commit,Mark Thompson,Direct,02/08/2026,06/27/2026
OPP-01896,BluePeak,Wavelengths,1153.85,Verbal Agreement,Longshot,Jessica Kim,Agent,12/02/2025,06/23/2026
OPP-01901,Titanium Labs,Colocation,1585.66,2 - Design Solution,Longshot,Lisa Chen,Channel,01/22/2026,07/07/2026
OPP-01903,SignalBridge,Wavelengths,1789.73,4 - Negotiate,Commit,Mark Thompson,Direct,01/02/2026,06/10/2026
OPP-01906,NexGen Telecom,IP Transit,541.37,Verbal Agreement,Commit,Jessica Kim,Direct,01/06/2026,03/20/2026
OPP-01907,EchoPoint,Cloud Connect,487.12,1 - Discover,Longshot,David Park,Agent,01/06/2026,05/19/2026
OPP-01908,DataSync Labs,Dark Fiber,445.03,Verbal Agreement,Best Case,Jose Banales,Agent,01/12/2026,04/17/2026
OPP-01909,FiberLink,Ethernet,1280.24,Verbal Agreement,Longshot,Jessica Kim,Direct,02/14/2026,05/23/2026
OPP-01910,ClearPath,Colocation,1693.16,3 - Propose,Commit,Mark Thompson,Agent,11/26/2025,06/18/2026
OPP-01913,TechFlow Inc,IP Transit,431.84,2 - Design Solution,Longshot,Ryan O'Brien,Direct,11/18/2025,04/25/2026
OPP-01916,Quantum Networks,IP Transit,3191.28,Verbal Agreement,Longshot,Nicole Foster,Direct,12/01/2025,08/05/2026
OPP-01919,TechFlow Inc,Wavelengths,534.34,2 - Design Solution,Commit,Mark Thompson,Direct,12/04/2025,03/25/2026
OPP-01924,Apex Digital,Wavelengths,457.86,2 - Design Solution,Not In Forecast,Mark Thompson,Channel,03/17/2026,06/15/2026
OPP-01925,Zenith Systems,IP Transit,266.81,Verbal Agreement,Longshot,Mark Thompson,Channel,02/27/2026,08/24/2026
OPP-01926,FlexNet Solutions,Managed Services,128.64,Verbal Agreement,Commit,Jessica Kim,Direct,11/22/2025,07/01/2026
OPP-01929,ClearPath,DDoS Protection,158.9,3 - Propose,Best Case,David Park,Agent,11/20/2025,06/28/2026
OPP-01931,WavePoint,Managed Services,198.7,4 - Negotiate,Longshot,Lisa Chen,Direct,01/21/2026,07/24/2026
OPP-01934,PulseNet,Ethernet,88.23,1 - Discover,Not In Forecast,Jose Banales,Direct,11/18/2025,05/18/2026
OPP-01935,RedRock Data,IP Transit,637.43,Verbal Agreement,Not In Forecast,Sarah Mitchell,Agent,01/27/2026,08/16/2026
OPP-01941,TechFlow Inc,Colocation,4956.27,4 - Negotiate,Not In Forecast,Ryan O'Brien,Direct,12/20/2025,07/19/2026
OPP-01943,PulseNet,SD-WAN,263.86,Verbal Agreement,Commit,Ryan O'Brien,Direct,11/19/2025,04/30/2026
OPP-01949,FiberLink,DDoS Protection,163.54,3 - Propose,Not In Forecast,Nicole Foster,Direct,02/15/2026,05/31/2026
OPP-01950,Zenith Systems,Ethernet,1066.93,Verbal Agreement,Commit,Lisa Chen,Agent,11/29/2025,03/18/2026
OPP-01951,Apex Digital,Dark Fiber,362.18,4 - Negotiate,Not In Forecast,Sarah Mitchell,Channel,03/07/2026,04/18/2026
OPP-01954,WavePoint,SD-WAN,1063.3,3 - Propose,Not In Forecast,David Park,Channel,01/16/2026,04/23/2026
OPP-01956,VectorData,Managed Services,578.76,4 - Negotiate,Commit,Ryan O'Brien,Agent,01/19/2026,06/07/2026
OPP-01957,HorizonIO,Ethernet,256.76,4 - Negotiate,Longshot,Ryan O'Brien,Direct,01/21/2026,06/09/2026
OPP-01961,Pinnacle IT,DDoS Protection,1673.85,2 - Design Solution,Not In Forecast,Mark Thompson,Channel,02/03/2026,03/31/2026
OPP-01962,BluePeak,Dark Fiber,225.53,Verbal Agreement,Longshot,David Park,Agent,02/25/2026,06/20/2026
OPP-01963,NexGen Telecom,SD-WAN,4047.85,Verbal Agreement,Best Case,Jose Banales,Channel,01/17/2026,05/08/2026
OPP-01967,WavePoint,Managed Services,2831.97,4 - Negotiate,Not In Forecast,Sarah Mitchell,Direct,01/11/2026,08/20/2026
OPP-01971,CloudFirst,DDoS Protection,211.43,4 - Negotiate,Commit,Ryan O'Brien,Direct,03/15/2026,05/12/2026
OPP-01972,Quantum Networks,DDoS Protection,5109.52,1 - Discover,Commit,Lisa Chen,Channel,12/25/2025,08/14/2026
OPP-01973,GridForce,Ethernet,199.62,2 - Design Solution,Best Case,Mark Thompson,Channel,03/07/2026,04/15/2026
OPP-01974,SwiftNode,IP Transit,665.25,4 - Negotiate,Longshot,Nicole Foster,Channel,12/21/2025,04/02/2026
OPP-01975,SignalBridge,Cloud Connect,121.99,Verbal Agreement,Best Case,Nicole Foster,Agent,02/20/2026,08/19/2026
OPP-01978,SignalBridge,Managed Services,58.64,3 - Propose,Longshot,Mark Thompson,Agent,11/20/2025,07/11/2026
OPP-01980,DataSync Labs,IP Transit,1132.97,3 - Propose,Commit,Mark Thompson,Direct,12/23/2025,05/23/2026
OPP-01983,ByteWorks,DDoS Protection,52.21,Verbal Agreement,Best Case,Nicole Foster,Agent,02/22/2026,05/19/2026
OPP-01986,CloudFirst,Wavelengths,121.77,4 - Negotiate,Longshot,Mark Thompson,Direct,02/01/2026,06/21/2026
OPP-01990,GoldGrid,DDoS Protection,26.46,2 - Design Solution,Longshot,Sarah Mitchell,Channel,12/28/2025,04/22/2026
OPP-01991,PrimeRoute,Dark Fiber,272.89,1 - Discover,Longshot,Lisa Chen,Direct,01/02/2026,03/20/2026
OPP-01992,Apex Digital,Wavelengths,41.09,2 - Design Solution,Longshot,David Park,Direct,12/18/2025,09/04/2026
OPP-01993,CloudFirst,Colocation,592.05,4 - Negotiate,Best Case,Jessica Kim,Channel,01/04/2026,09/11/2026
OPP-01995,CopperLine,IP Transit,392.82,4 - Negotiate,Not In Forecast,Jose Banales,Channel,03/04/2026,08/12/2026
OPP-01998,Cascade Networks,Ethernet,1667.25,3 - Propose,Not In Forecast,Ryan O'Brien,Direct,12/05/2025,06/29/2026
OPP-02004,Pinnacle IT,SD-WAN,134.78,Verbal Agreement,Longshot,Jose Banales,Direct,02/23/2026,05/08/2026
OPP-02012,StarForge,Managed Services,710.6,4 - Negotiate,Best Case,Jose Banales,Direct,12/26/2025,09/12/2026
OPP-02014,ByteWorks,SD-WAN,404.77,2 - Design Solution,Longshot,Amy Rodriguez,Channel,01/14/2026,08/10/2026
OPP-02015,Acme Corp,IP Transit,909.33,3 - Propose,Best Case,Amy Rodriguez,Channel,01/10/2026,08/08/2026
OPP-02018,Zenith Systems,SD-WAN,500.37,Verbal Agreement,Commit,Lisa Chen,Channel,12/21/2025,09/06/2026
OPP-02019,IronGate Tech,Dark Fiber,804.96,4 - Negotiate,Not In Forecast,David Park,Channel,01/21/2026,07/29/2026
OPP-02022,HorizonIO,Wavelengths,4361.47,Verbal Agreement,Best Case,Ryan O'Brien,Channel,01/14/2026,07/17/2026
OPP-02023,SignalBridge,MPLS,130.82,3 - Propose,Not In Forecast,Sarah Mitchell,Direct,11/20/2025,05/31/2026
OPP-02029,Titanium Labs,IP Transit,237.11,1 - Discover,Commit,Mark Thompson,Direct,01/26/2026,06/28/2026
OPP-02033,Acme Corp,Colocation,306.26,2 - Design Solution,Commit,Chris Weber,Channel,12/14/2025,09/12/2026
OPP-02034,CopperLine,Colocation,1557.25,2 - Design Solution,Commit,Lisa Chen,Direct,12/02/2025,05/29/2026
OPP-02036,GridForce,Dark Fiber,805.43,Verbal Agreement,Best Case,Amy Rodriguez,Channel,03/01/2026,03/31/2026
OPP-02041,SilverStream,DDoS Protection,92.33,3 - Propose,Longshot,Ryan O'Brien,Direct,01/29/2026,05/04/2026
OPP-02044,PulseNet,DDoS Protection,226.38,3 - Propose,Not In Forecast,Lisa Chen,Agent,02/06/2026,08/31/2026
OPP-02045,PulseNet,SD-WAN,167.62,4 - Negotiate,Longshot,Amy Rodriguez,Agent,12/15/2025,06/30/2026
OPP-02046,SilverStream,Dark Fiber,2291.16,2 - Design Solution,Best Case,Nicole Foster,Direct,11/19/2025,05/03/2026
OPP-02049,Summit Cloud,Wavelengths,413.3,3 - Propose,Longshot,Ryan O'Brien,Channel,03/09/2026,08/10/2026
OPP-02056,NexGen Telecom,Wavelengths,178.89,2 - Design Solution,Commit,Amy Rodriguez,Direct,11/21/2025,03/19/2026
OPP-02057,NetScale Systems,SD-WAN,1044.71,4 - Negotiate,Commit,David Park,Direct,02/27/2026,06/04/2026
OPP-02058,ByteWorks,Dark Fiber,208.72,1 - Discover,Best Case,David Park,Agent,01/23/2026,08/12/2026
OPP-02059,RedRock Data,Cloud Connect,63.29,4 - Negotiate,Not In Forecast,Mark Thompson,Agent,02/08/2026,06/09/2026
OPP-02060,TerraLink,SD-WAN,951.31,2 - Design Solution,Best Case,Mark Thompson,Agent,11/25/2025,07/28/2026
OPP-02063,CoreConnect,Dark Fiber,603.65,2 - Design Solution,Not In Forecast,Sarah Mitchell,Channel,01/30/2026,06/11/2026
OPP-02065,ByteWorks,Wavelengths,66.04,3 - Propose,Best Case,Lisa Chen,Channel,02/08/2026,04/30/2026
OPP-02068,PrimeRoute,Managed Services,397.83,3 - Propose,Not In Forecast,David Park,Agent,03/08/2026,04/19/2026
OPP-02069,ByteWorks,Cloud Connect,332.73,4 - Negotiate,Commit,Sarah Mitchell,Direct,02/26/2026,07/16/2026
OPP-02074,EchoPoint,SD-WAN,520.98,Verbal Agreement,Not In Forecast,Jose Banales,Direct,01/07/2026,04/28/2026
OPP-02075,DataSync Labs,Ethernet,576.4,Verbal Agreement,Longshot,Ryan O'Brien,Channel,02/06/2026,09/11/2026
OPP-02077,IronGate Tech,MPLS,681.19,3 - Propose,Commit,Lisa Chen,Direct,03/17/2026,05/05/2026
OPP-02078,SilverStream,Managed Services,382.78,Verbal Agreement,Not In Forecast,David Park,Channel,11/23/2025,08/17/2026
OPP-02079,SignalBridge,Dark Fiber,546.47,1 - Discover,Longshot,Sarah Mitchell,Agent,03/08/2026,05/13/2026
OPP-02080,Quantum Networks,Wavelengths,1129.42,2 - Design Solution,Commit,Lisa Chen,Agent,12/30/2025,08/02/2026
OPP-02082,Zenith Systems,Dark Fiber,139.85,2 - Design Solution,Not In Forecast,David Park,Channel,02/12/2026,03/19/2026
OPP-02083,Pinnacle IT,Managed Services,352.57,3 - Propose,Commit,David Park,Channel,03/08/2026,08/01/2026
OPP-02084,CoreConnect,Ethernet,316.24,3 - Propose,Longshot,Sarah Mitchell,Channel,02/19/2026,05/19/2026
OPP-02085,Titanium Labs,SD-WAN,112.44,4 - Negotiate,Best Case,Chris Weber,Channel,12/29/2025,09/13/2026
OPP-02089,EchoPoint,MPLS,303.42,Verbal Agreement,Longshot,Sarah Mitchell,Direct,12/31/2025,04/27/2026
OPP-02094,OmniConnect,Colocation,988.77,3 - Propose,Not In Forecast,Lisa Chen,Channel,12/08/2025,04/29/2026
OPP-02098,Acme Corp,Wavelengths,176.26,1 - Discover,Longshot,Jessica Kim,Direct,01/11/2026,03/31/2026
OPP-02101,Atlas Computing,MPLS,709.99,1 - Discover,Not In Forecast,Jose Banales,Channel,01/12/2026,06/02/2026
OPP-02103,StarForge,Managed Services,604.35,3 - Propose,Best Case,Chris Weber,Agent,12/19/2025,09/11/2026
OPP-02109,IronGate Tech,MPLS,423.01,2 - Design Solution,Best Case,Lisa Chen,Direct,12/26/2025,07/22/2026
OPP-02114,Zenith Systems,SD-WAN,91.59,4 - Negotiate,Commit,Jessica Kim,Direct,12/30/2025,08/22/2026
OPP-02115,Apex Digital,IP Transit,540.67,2 - Design Solution,Commit,Nicole Foster,Agent,02/07/2026,07/17/2026
OPP-02119,FiberLink,Colocation,1752.42,Verbal Agreement,Longshot,Lisa Chen,Agent,03/05/2026,08/18/2026
OPP-02123,GridForce,MPLS,37.57,4 - Negotiate,Best Case,Ryan O'Brien,Agent,12/31/2025,06/27/2026
OPP-02124,Atlas Computing,Colocation,732.29,Verbal Agreement,Best Case,Jessica Kim,Direct,12/14/2025,07/11/2026
OPP-02128,SwiftNode,IP Transit,1544.47,1 - Discover,Not In Forecast,Lisa Chen,Channel,01/08/2026,04/20/2026
OPP-02134,TechFlow Inc,Colocation,958.86,1 - Discover,Best Case,Lisa Chen,Channel,01/09/2026,05/06/2026
OPP-02136,EchoPoint,Ethernet,768.93,3 - Propose,Commit,Jose Banales,Agent,01/31/2026,07/06/2026
OPP-02140,StarForge,Dark Fiber,67.94,1 - Discover,Longshot,Mark Thompson,Agent,12/06/2025,08/31/2026
OPP-02141,DataSync Labs,Ethernet,449.8,Verbal Agreement,Commit,Sarah Mitchell,Channel,01/16/2026,05/05/2026
OPP-02145,Titanium Labs,DDoS Protection,841.48,2 - Design Solution,Longshot,Mark Thompson,Direct,12/09/2025,07/13/2026
OPP-02147,Quantum Networks,Cloud Connect,354.65,1 - Discover,Longshot,Sarah Mitchell,Agent,02/25/2026,04/24/2026
OPP-02150,DataSync Labs,DDoS Protection,649.51,Verbal Agreement,Longshot,Amy Rodriguez,Channel,03/01/2026,07/15/2026
OPP-02152,Cascade Networks,Wavelengths,6717.96,1 - Discover,Not In Forecast,Ryan O'Brien,Agent,01/22/2026,04/03/2026
OPP-02168,ByteWorks,Wavelengths,666.72,2 - Design Solution,Commit,Ryan O'Brien,Channel,12/30/2025,08/08/2026
OPP-02171,TerraLink,IP Transit,267.31,Verbal Agreement,Commit,Sarah Mitchell,Channel,03/15/2026,08/25/2026
OPP-02173,Titanium Labs,Colocation,940.14,3 - Propose,Longshot,Sarah Mitchell,Agent,02/11/2026,07/18/2026
OPP-02174,TerraLink,Dark Fiber,3332.54,2 - Design Solution,Longshot,Nicole Foster,Channel,11/21/2025,04/19/2026
OPP-02182,CopperLine,Cloud Connect,493.76,3 - Propose,Best Case,Chris Weber,Agent,01/19/2026,09/09/2026
OPP-02184,ClearPath,Cloud Connect,208.02,2 - Design Solution,Longshot,Sarah Mitchell,Agent,03/10/2026,08/05/2026
OPP-02186,VectorData,Cloud Connect,244.26,1 - Discover,Best Case,David Park,Channel,12/07/2025,06/17/2026
OPP-02187,Quantum Networks,Wavelengths,445.98,4 - Negotiate,Longshot,David Park,Agent,12/15/2025,04/03/2026
OPP-02192,StarForge,Dark Fiber,25.8,2 - Design Solution,Commit,Mark Thompson,Channel,01/04/2026,05/24/2026
OPP-02197,TerraLink,IP Transit,147.92,Verbal Agreement,Longshot,Jose Banales,Direct,12/14/2025,05/14/2026
OPP-02198,Titanium Labs,Wavelengths,140.41,3 - Propose,Commit,Lisa Chen,Direct,02/27/2026,05/11/2026
OPP-02201,PrimeRoute,IP Transit,50.3,3 - Propose,Not In Forecast,Jose Banales,Agent,02/06/2026,05/19/2026
OPP-02202,PrimeRoute,MPLS,1769.77,2 - Design Solution,Longshot,Ryan O'Brien,Agent,01/08/2026,04/10/2026
OPP-02204,SkyBridge Networks,Ethernet,332.91,4 - Negotiate,Not In Forecast,Ryan O'Brien,Direct,02/26/2026,06/20/2026
OPP-02205,ByteWorks,Ethernet,185.03,2 - Design Solution,Longshot,Chris Weber,Agent,03/16/2026,06/26/2026
OPP-02208,ClearPath,Managed Services,457.11,4 - Negotiate,Longshot,Sarah Mitchell,Direct,12/15/2025,09/02/2026
OPP-02210,FlexNet Solutions,MPLS,3036.23,Verbal Agreement,Commit,Jessica Kim,Agent,01/10/2026,04/11/2026
OPP-02213,EchoPoint,MPLS,461.22,1 - Discover,Longshot,Chris Weber,Channel,01/30/2026,05/10/2026
OPP-02216,FiberLink,Managed Services,592.54,Verbal Agreement,Best Case,Mark Thompson,Agent,01/07/2026,08/11/2026
OPP-02218,BluePeak,Managed Services,173.17,Verbal Agreement,Commit,Jose Banales,Channel,11/22/2025,04/13/2026
OPP-02219,TerraLink,Wavelengths,79.46,Verbal Agreement,Best Case,Mark Thompson,Channel,01/29/2026,08/19/2026
OPP-02221,EchoPoint,Wavelengths,927.6,Verbal Agreement,Commit,David Park,Direct,11/27/2025,07/07/2026
OPP-02223,TechFlow Inc,Dark Fiber,578.58,2 - Design Solution,Not In Forecast,David Park,Agent,03/07/2026,07/02/2026
OPP-02224,DigiPath,DDoS Protection,2826.54,1 - Discover,Best Case,Ryan O'Brien,Direct,12/25/2025,04/23/2026
OPP-02225,DigiPath,Ethernet,232.61,3 - Propose,Best Case,David Park,Agent,11/25/2025,05/10/2026
OPP-02229,DigiPath,IP Transit,1240.78,3 - Propose,Not In Forecast,Ryan O'Brien,Channel,01/17/2026,07/26/2026
OPP-02230,SkyBridge Networks,Managed Services,536.2,2 - Design Solution,Commit,Chris Weber,Channel,11/22/2025,08/28/2026
OPP-02231,RedRock Data,SD-WAN,63.96,4 - Negotiate,Longshot,Nicole Foster,Direct,12/09/2025,05/20/2026
OPP-02232,WavePoint,Wavelengths,646.2,1 - Discover,Longshot,Amy Rodriguez,Channel,12/15/2025,06/10/2026
OPP-02235,CopperLine,Colocation,725.57,Verbal Agreement,Not In Forecast,Nicole Foster,Agent,01/06/2026,08/19/2026
OPP-02237,Zenith Systems,Ethernet,66.92,3 - Propose,Commit,Amy Rodriguez,Channel,01/15/2026,04/26/2026
OPP-02239,VectorData,Dark Fiber,1842.55,1 - Discover,Not In Forecast,Ryan O'Brien,Channel,01/26/2026,08/18/2026
OPP-02244,Apex Digital,Managed Services,4808.84,Verbal Agreement,Commit,Mark Thompson,Direct,02/27/2026,07/07/2026
OPP-02246,NetScale Systems,Dark Fiber,227.18,3 - Propose,Longshot,David Park,Direct,03/09/2026,04/19/2026
OPP-02249,DigiPath,IP Transit,2099.76,Verbal Agreement,Longshot,Sarah Mitchell,Direct,03/17/2026,05/18/2026
OPP-02251,EchoPoint,SD-WAN,2278.85,1 - Discover,Not In Forecast,Mark Thompson,Agent,01/29/2026,08/28/2026
OPP-02255,GridForce,Managed Services,1118.61,Verbal Agreement,Longshot,Chris Weber,Agent,01/15/2026,07/23/2026
OPP-02260,FlexNet Solutions,Cloud Connect,15964.68,3 - Propose,Best Case,Mark Thompson,Direct,01/24/2026,06/25/2026
OPP-02261,ByteWorks,Dark Fiber,575.96,2 - Design Solution,Commit,David Park,Direct,01/13/2026,04/27/2026
OPP-02262,FiberLink,Managed Services,144.97,2 - Design Solution,Best Case,David Park,Direct,03/13/2026,04/17/2026
OPP-02263,OmniConnect,Ethernet,606.78,4 - Negotiate,Commit,Nicole Foster,Direct,01/07/2026,05/13/2026
OPP-02269,CoreConnect,Ethernet,291.25,4 - Negotiate,Commit,Sarah Mitchell,Channel,12/24/2025,06/10/2026
OPP-02271,GridForce,MPLS,312.25,4 - Negotiate,Not In Forecast,Sarah Mitchell,Direct,12/31/2025,04/01/2026
OPP-02272,OmniConnect,IP Transit,571.52,4 - Negotiate,Longshot,Jessica Kim,Agent,01/18/2026,08/05/2026
OPP-02273,CloudFirst,DDoS Protection,87.87,2 - Design Solution,Not In Forecast,Sarah Mitchell,Agent,11/21/2025,06/24/2026
OPP-02277,EchoPoint,MPLS,178.71,1 - Discover,Longshot,Mark Thompson,Direct,02/02/2026,09/02/2026
OPP-02279,BluePeak,Cloud Connect,2266.52,3 - Propose,Commit,Nicole Foster,Direct,03/02/2026,06/25/2026
OPP-02284,BluePeak,Cloud Connect,42.87,1 - Discover,Not In Forecast,Chris Weber,Agent,02/24/2026,04/19/2026
OPP-02288,Atlas Computing,IP Transit,620.29,3 - Propose,Commit,Amy Rodriguez,Direct,12/14/2025,05/15/2026
OPP-02293,LinkStream,Ethernet,463.77,4 - Negotiate,Commit,Chris Weber,Channel,02/15/2026,05/09/2026
OPP-02294,TerraLink,Dark Fiber,2795.67,Verbal Agreement,Commit,Amy Rodriguez,Agent,01/28/2026,06/20/2026
OPP-02295,BluePeak,SD-WAN,976.96,1 - Discover,Longshot,Nicole Foster,Agent,02/23/2026,04/10/2026
OPP-02296,Titanium Labs,Ethernet,249.26,1 - Discover,Longshot,Amy Rodriguez,Direct,02/26/2026,07/31/2026
OPP-02297,CloudFirst,Colocation,775.78,Verbal Agreement,Commit,Jose Banales,Direct,12/24/2025,05/22/2026
OPP-02299,ClearPath,Ethernet,419.72,3 - Propose,Longshot,Ryan O'Brien,Agent,01/15/2026,06/07/2026
OPP-02301,FlexNet Solutions,Managed Services,447.85,4 - Negotiate,Commit,Sarah Mitchell,Channel,12/07/2025,07/14/2026
OPP-02302,FiberLink,DDoS Protection,388.65,2 - Design Solution,Commit,Nicole Foster,Agent,12/01/2025,06/19/2026
OPP-02303,Cascade Networks,DDoS Protection,55.04,1 - Discover,Not In Forecast,Chris Weber,Agent,01/13/2026,06/17/2026
OPP-02305,SkyBridge Networks,Ethernet,552.05,1 - Discover,Not In Forecast,David Park,Channel,02/16/2026,04/25/2026
OPP-02306,EchoPoint,Cloud Connect,600.24,2 - Design Solution,Best Case,Lisa Chen,Channel,12/24/2025,04/27/2026
OPP-02309,Summit Cloud,Cloud Connect,27.45,4 - Negotiate,Not In Forecast,Lisa Chen,Direct,02/01/2026,08/08/2026
OPP-02310,ByteWorks,SD-WAN,183.13,1 - Discover,Longshot,Amy Rodriguez,Direct,03/18/2026,06/02/2026
OPP-02311,IronGate Tech,Wavelengths,239.74,4 - Negotiate,Best Case,Lisa Chen,Direct,01/18/2026,07/17/2026
OPP-02312,Pinnacle IT,Managed Services,215.44,Verbal Agreement,Not In Forecast,Sarah Mitchell,Direct,02/09/2026,07/25/2026
OPP-02314,LinkStream,Dark Fiber,12087.36,4 - Negotiate,Not In Forecast,Amy Rodriguez,Agent,03/17/2026,04/17/2026
OPP-02316,FlexNet Solutions,Dark Fiber,430.34,4 - Negotiate,Longshot,Nicole Foster,Agent,02/25/2026,05/25/2026
