opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-01955,DataSync Labs,Cloud Connect,1415.46,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,03/23/2025,07/14/2025
OPP-01965,SwiftNode,Dark Fiber,275.58,Closed Lost,Not In Forecast,Jessica Kim,Agent,06/04/2024,11/16/2024
OPP-01968,DigiPath,Managed Services,682.88,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,07/12/2024,10/08/2024
OPP-01970,PulseNet,DDoS Protection,137.22,Closed Lost,Not In Forecast,Nicole Foster,Agent,08/07/2025,09/10/2025
OPP-01976,ByteWorks,IP Transit,442.42,Closed Lost,Not In Forecast,Jessica Kim,Agent,10/25/2025,12/09/2025
OPP-01977,TerraLink,Ethernet,917.6,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,01/08/2026,02/19/2026
OPP-01981,EchoPoint,MPLS,1408.33,Closed Lost,Not In Forecast,Jose Banales,Agent,09/11/2024,09/27/2024
OPP-01982,SignalBridge,Ethernet,172.28,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,02/17/2025,03/12/2025
OPP-01987,PrimeRoute,IP Transit,787.59,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,06/19/2025,09/29/2025
OPP-01989,IronGate Tech,SD-WAN,228.29,Closed Lost,Not In Forecast,Jessica Kim,Channel,08/10/2024,08/31/2024
OPP-01996,GridForce,Ethernet,252.85,Closed Lost,Not In Forecast,Lisa Chen,Direct,12/10/2025,01/08/2026
OPP-02002,SignalBridge,Ethernet,1813.73,Closed Lost,Not In Forecast,David Park,Direct,01/17/2026,03/05/2026
OPP-02005,EchoPoint,MPLS,50.2,Closed Lost,Not In Forecast,Mark Thompson,Direct,04/13/2025,04/29/2025
OPP-02006,DataSync Labs,DDoS Protection,241.22,Closed Lost,Not In Forecast,Jose Banales,Agent,07/09/2024,11/08/2024
OPP-02010,GridForce,Managed Services,371.28,Closed Lost,Not In Forecast,Mark Thompson,Channel,04/19/2024,08/20/2024
OPP-02011,LinkStream,SD-WAN,274.01,Closed Lost,Not In Forecast,Nicole Foster,Channel,06/28/2024,11/20/2024
OPP-02020,VectorData,SD-WAN,472.7,Closed Lost,Not In Forecast,Lisa Chen,Channel,01/14/2026,02/17/2026
OPP-02021,BluePeak,SD-WAN,29.43,Closed Lost,Not In Forecast,Chris Weber,Channel,05/25/2024,09/11/2024
OPP-02024,NexGen Telecom,Cloud Connect,864.89,Closed Lost,Not In Forecast,Chris Weber,Channel,05/27/2025,11/09/2025
OPP-02025,Summit Cloud,Ethernet,77.35,Closed Lost,Not In Forecast,Lisa Chen,Direct,07/19/2024,12/21/2024
OPP-02026,CoreConnect,IP Transit,1761.1,Closed Lost,Not In Forecast,Mark Thompson,Channel,08/24/2025,01/01/2026
OPP-02027,Summit Cloud,Colocation,158.52,Closed Lost,Not In Forecast,Chris Weber,Channel,10/25/2025,02/23/2026
OPP-02028,LinkStream,SD-WAN,2608.85,Closed Lost,Not In Forecast,Mark Thompson,Agent,02/02/2026,03/08/2026
OPP-02030,SwiftNode,Dark Fiber,317.2,Closed Lost,Not In Forecast,Chris Weber,Channel,02/08/2026,02/26/2026
OPP-02031,Pinnacle IT,Ethernet,917.25,Closed Lost,Not In Forecast,Nicole Foster,Agent,09/18/2025,11/12/2025
OPP-02035,OmniConnect,MPLS,103.4,Closed Lost,Not In Forecast,Nicole Foster,Channel,09/20/2025,01/25/2026
OPP-02038,ByteWorks,Wavelengths,38.92,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,12/01/2024,05/13/2025
OPP-02039,WavePoint,Colocation,513.72,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,12/23/2025,03/16/2026
OPP-02040,SwiftNode,Dark Fiber,344.64,Closed Lost,Not In Forecast,Lisa Chen,Direct,09/10/2025,11/06/2025
OPP-02047,StarForge,SD-WAN,176.62,Closed Lost,Not In Forecast,Nicole Foster,Channel,06/20/2025,07/05/2025
OPP-02048,CoreConnect,SD-WAN,93.56,Closed Lost,Not In Forecast,Lisa Chen,Channel,05/27/2025,08/15/2025
OPP-02050,SwiftNode,Managed Services,82.09,Closed Lost,Not In Forecast,Lisa Chen,Agent,07/05/2025,12/21/2025
OPP-02054,LinkStream,Cloud Connect,886.96,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,09/25/2024,01/13/2025
OPP-02055,IronGate Tech,Dark Fiber,578.13,Closed Lost,Not In Forecast,David Park,Direct,11/30/2024,05/19/2025
OPP-02061,PulseNet,Ethernet,30.88,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,06/30/2024,12/21/2024
OPP-02062,VectorData,Colocation,3463.8,Closed Lost,Not In Forecast,Nicole Foster,Channel,05/03/2025,10/01/2025
OPP-02064,Pinnacle IT,IP Transit,394.79,Closed Lost,Not In Forecast,David Park,Direct,09/01/2024,12/06/2024
OPP-02071,OmniConnect,DDoS Protection,414.84,Closed Lost,Not In Forecast,Lisa Chen,Channel,09/26/2025,10/31/2025
OPP-02072,FiberLink,Cloud Connect,641.23,Closed Lost,Not In Forecast,Jessica Kim,Channel,01/29/2026,03/14/2026
OPP-02087,SkyBridge Networks,Managed Services,120.49,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,04/27/2025,08/21/2025
OPP-02088,NexGen Telecom,DDoS Protection,685.29,Closed Lost,Not In Forecast,Jose Banales,Channel,03/26/2024,09/16/2024
OPP-02090,GridForce,Managed Services,2274.23,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,09/25/2024,01/18/2025
OPP-02093,FlexNet Solutions,Cloud Connect,1224.92,Closed Lost,Not In Forecast,Lisa Chen,Agent,03/09/2025,09/01/2025
OPP-02095,SilverStream,Cloud Connect,782.11,Closed Lost,Not In Forecast,Mark Thompson,Direct,11/13/2024,03/12/2025
OPP-02097,Zenith Systems,Dark Fiber,406.83,Closed Lost,Not In Forecast,Mark Thompson,Direct,04/05/2025,06/09/2025
OPP-02102,Zenith Systems,MPLS,159.65,Closed Lost,Not In Forecast,Lisa Chen,Channel,11/29/2025,03/09/2026
OPP-02104,Pinnacle IT,Managed Services,471.89,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,11/25/2025,03/12/2026
OPP-02105,IronGate Tech,Managed Services,62.59,Closed Lost,Not In Forecast,Lisa Chen,Direct,10/19/2024,03/27/2025
OPP-02106,Zenith Systems,SD-WAN,86.03,Closed Lost,Not In Forecast,David Park,Direct,04/26/2025,09/05/2025
OPP-02108,EchoPoint,Cloud Connect,496.15,Closed Lost,Not In Forecast,Mark Thompson,Direct,03/18/2024,04/18/2024
OPP-02110,NetScale Systems,MPLS,241.96,Closed Lost,Not In Forecast,Nicole Foster,Agent,06/12/2024,09/19/2024
OPP-02111,PrimeRoute,Cloud Connect,264.58,Closed Lost,Not In Forecast,Mark Thompson,Channel,12/15/2025,01/16/2026
OPP-02112,GridForce,Colocation,200.76,Closed Lost,Not In Forecast,Lisa Chen,Direct,06/03/2025,11/25/2025
OPP-02116,HorizonIO,Dark Fiber,321.12,Closed Lost,Not In Forecast,Mark Thompson,Channel,08/18/2025,10/14/2025
OPP-02117,IronGate Tech,Managed Services,110.58,Closed Lost,Not In Forecast,Chris Weber,Direct,03/18/2025,09/11/2025
OPP-02118,Zenith Systems,SD-WAN,192.43,Closed Lost,Not In Forecast,Chris Weber,Agent,11/08/2025,01/15/2026
OPP-02121,BluePeak,DDoS Protection,5983.4,Closed Lost,Not In Forecast,David Park,Direct,09/15/2025,10/19/2025
OPP-02125,Cascade Networks,Colocation,62.57,Closed Lost,Not In Forecast,Jessica Kim,Direct,04/15/2025,05/19/2025
OPP-02127,IronGate Tech,Managed Services,2258.82,Closed Lost,Not In Forecast,Nicole Foster,Channel,03/21/2024,09/10/2024
OPP-02130,RedRock Data,Colocation,112.84,Closed Lost,Not In Forecast,Chris Weber,Channel,12/24/2024,01/09/2025
OPP-02131,Acme Corp,Dark Fiber,255.67,Closed Lost,Not In Forecast,Chris Weber,Agent,05/30/2024,09/28/2024
OPP-02133,GoldGrid,Managed Services,143.29,Closed Lost,Not In Forecast,David Park,Direct,09/16/2025,01/18/2026
OPP-02137,NetScale Systems,MPLS,143.54,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/21/2024,01/25/2025
OPP-02139,HorizonIO,Colocation,642.43,Closed Lost,Not In Forecast,Jose Banales,Agent,02/25/2025,08/08/2025
OPP-02142,HorizonIO,IP Transit,355.31,Closed Lost,Not In Forecast,Jose Banales,Direct,07/02/2025,10/17/2025
OPP-02143,GoldGrid,Cloud Connect,1605.18,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,10/10/2024,10/25/2024
OPP-02144,Summit Cloud,Colocation,3239.48,Closed Lost,Not In Forecast,Mark Thompson,Agent,12/26/2024,02/06/2025
OPP-02146,BluePeak,Managed Services,112.48,Closed Lost,Not In Forecast,David Park,Agent,10/22/2024,04/19/2025
OPP-02148,TerraLink,Cloud Connect,147.17,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,08/12/2024,10/22/2024
OPP-02149,Pinnacle IT,Wavelengths,1122.96,Closed Lost,Not In Forecast,Jessica Kim,Agent,02/11/2026,03/16/2026
OPP-02151,SwiftNode,MPLS,318.01,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,10/11/2024,03/26/2025
OPP-02155,Zenith Systems,Wavelengths,46.8,Closed Lost,Not In Forecast,Mark Thompson,Direct,01/30/2026,03/17/2026
OPP-02156,ClearPath,Wavelengths,198.33,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,11/18/2025,12/12/2025
OPP-02157,DigiPath,Dark Fiber,500.29,Closed Lost,Not In Forecast,Jessica Kim,Agent,10/05/2025,02/17/2026
OPP-02158,ByteWorks,Ethernet,940.32,Closed Lost,Not In Forecast,David Park,Agent,06/26/2025,07/22/2025
OPP-02159,NexGen Telecom,Cloud Connect,150.63,Closed Lost,Not In Forecast,Jose Banales,Channel,06/17/2025,07/05/2025
OPP-02162,PrimeRoute,SD-WAN,2157.73,Closed Lost,Not In Forecast,David Park,Direct,11/05/2024,05/04/2025
OPP-02164,NetScale Systems,Dark Fiber,746.19,Closed Lost,Not In Forecast,Nicole Foster,Agent,08/10/2024,10/23/2024
OPP-02166,IronGate Tech,SD-WAN,339.54,Closed Lost,Not In Forecast,Jose Banales,Direct,08/18/2025,10/25/2025
OPP-02167,DigiPath,Cloud Connect,815.42,Closed Lost,Not In Forecast,Nicole Foster,Channel,08/15/2024,12/20/2024
OPP-02170,OmniConnect,SD-WAN,54.24,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,07/13/2025,10/01/2025
OPP-02175,CopperLine,IP Transit,624.35,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,04/15/2025,06/16/2025
OPP-02176,DigiPath,Colocation,2254.75,Closed Lost,Not In Forecast,Lisa Chen,Channel,06/05/2024,06/20/2024
OPP-02177,CoreConnect,Cloud Connect,36.84,Closed Lost,Not In Forecast,Chris Weber,Direct,10/29/2024,01/20/2025
OPP-02178,GoldGrid,MPLS,1945.39,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,12/10/2025,12/29/2025
OPP-02180,TechFlow Inc,MPLS,225.16,Closed Lost,Not In Forecast,Mark Thompson,Direct,03/22/2025,07/26/2025
OPP-02185,Zenith Systems,Managed Services,75.57,Closed Lost,Not In Forecast,Mark Thompson,Direct,11/12/2024,12/13/2024
OPP-02194,ClearPath,Dark Fiber,241.67,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,05/05/2025,09/01/2025
OPP-02199,SignalBridge,Ethernet,260.3,Closed Lost,Not In Forecast,Nicole Foster,Channel,09/24/2024,02/14/2025
OPP-02200,Zenith Systems,SD-WAN,148.89,Closed Lost,Not In Forecast,David Park,Agent,05/31/2025,08/03/2025
OPP-02206,IronGate Tech,Cloud Connect,49.64,Closed Lost,Not In Forecast,Lisa Chen,Channel,10/29/2025,02/17/2026
OPP-02207,ClearPath,Ethernet,391.1,Closed Lost,Not In Forecast,Mark Thompson,Channel,01/16/2025,02/26/2025
OPP-02211,OmniConnect,Ethernet,626.12,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,11/23/2024,12/13/2024
OPP-02212,RedRock Data,Ethernet,4900.11,Closed Lost,Not In Forecast,Jessica Kim,Direct,06/23/2024,09/16/2024
OPP-02215,PrimeRoute,IP Transit,235.44,Closed Lost,Not In Forecast,Nicole Foster,Agent,09/29/2024,03/16/2025
OPP-02217,VectorData,Colocation,1141.05,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,06/16/2024,12/06/2024
OPP-02226,Apex Digital,Ethernet,248.26,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,11/13/2025,12/23/2025
OPP-02227,LinkStream,Colocation,793.95,Closed Lost,Not In Forecast,Chris Weber,Direct,08/03/2024,09/12/2024
OPP-02228,CopperLine,SD-WAN,562.41,Closed Lost,Not In Forecast,Jose Banales,Direct,01/08/2025,02/15/2025
OPP-02233,CloudFirst,DDoS Protection,56.03,Closed Lost,Not In Forecast,Nicole Foster,Agent,03/05/2025,06/14/2025
OPP-02242,Pinnacle IT,Cloud Connect,107.21,Closed Lost,Not In Forecast,Mark Thompson,Agent,04/26/2024,09/29/2024
OPP-02243,PrimeRoute,Managed Services,291.62,Closed Lost,Not In Forecast,Nicole Foster,Direct,02/02/2025,04/07/2025
OPP-02248,TechFlow Inc,DDoS Protection,640.83,Closed Lost,Not In Forecast,Lisa Chen,Channel,10/10/2025,02/21/2026
OPP-02252,CloudFirst,SD-WAN,100.42,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,07/01/2025,09/15/2025
OPP-02254,BluePeak,Colocation,180.81,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,08/24/2025,11/18/2025
OPP-02265,PulseNet,IP Transit,626.94,Closed Lost,Not In Forecast,Jose Banales,Channel,10/20/2024,02/07/2025
OPP-02266,GoldGrid,Ethernet,1367.67,Closed Lost,Not In Forecast,Jessica Kim,Agent,06/01/2025,07/11/2025
OPP-02267,TerraLink,IP Transit,626.35,Closed Lost,Not In Forecast,Mark Thompson,Channel,03/30/2025,07/13/2025
OPP-02268,SilverStream,SD-WAN,183.64,Closed Lost,Not In Forecast,Jose Banales,Agent,03/05/2025,05/14/2025
OPP-02275,CoreConnect,DDoS Protection,128.32,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,06/11/2024,09/07/2024
OPP-02278,Summit Cloud,DDoS Protection,36.75,Closed Lost,Not In Forecast,Chris Weber,Agent,10/10/2024,03/01/2025
OPP-02281,PulseNet,SD-WAN,351.9,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,02/04/2026,03/07/2026
OPP-02283,FlexNet Solutions,Cloud Connect,71.24,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,07/28/2024,01/04/2025
OPP-02287,WavePoint,Ethernet,206.49,Closed Lost,Not In Forecast,David Park,Channel,08/04/2025,01/11/2026
OPP-02289,GoldGrid,Colocation,811.97,Closed Lost,Not In Forecast,Mark Thompson,Direct,01/07/2026,03/02/2026
OPP-02290,CloudFirst,MPLS,188.58,Closed Lost,Not In Forecast,David Park,Channel,03/30/2024,07/24/2024
OPP-02291,GridForce,DDoS Protection,201.33,Closed Lost,Not In Forecast,Lisa Chen,Agent,08/06/2024,09/28/2024
OPP-02300,OmniConnect,Colocation,2432.93,Closed Lost,Not In Forecast,Jose Banales,Direct,02/06/2025,05/29/2025
OPP-02307,TerraLink,DDoS Protection,282.95,Closed Lost,Not In Forecast,Mark Thompson,Direct,02/13/2026,02/28/2026
OPP-02308,PrimeRoute,DDoS Protection,7315.54,Closed Lost,Not In Forecast,Chris Weber,Agent,03/24/2024,05/16/2024
OPP-02315,CopperLine,MPLS,241.28,Closed Lost,Not In Forecast,Jessica Kim,Direct,06/27/2025,10/24/2025
OPP-02327,CopperLine,Dark Fiber,1474.85,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,01/14/2026,02/22/2026
OPP-02330,HorizonIO,Colocation,56.53,Closed Lost,Not In Forecast,Jose Banales,Direct,11/22/2025,01/22/2026
OPP-02331,GoldGrid,Dark Fiber,646.15,Closed Lost,Not In Forecast,Nicole Foster,Agent,06/16/2024,09/01/2024
OPP-02338,EchoPoint,Ethernet,155.89,Closed Lost,Not In Forecast,Chris Weber,Direct,01/02/2026,02/27/2026
OPP-02340,Titanium Labs,Ethernet,88.66,Closed Lost,Not In Forecast,Jessica Kim,Agent,01/03/2026,02/24/2026
OPP-02341,EchoPoint,MPLS,469.23,Closed Lost,Not In Forecast,Jose Banales,Channel,02/12/2025,05/25/2025
OPP-02344,Pinnacle IT,Colocation,15407.04,Closed Lost,Not In Forecast,Nicole Foster,Direct,03/13/2025,07/07/2025
OPP-02345,OmniConnect,Wavelengths,426.16,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,01/14/2026,02/21/2026
OPP-02346,DataSync Labs,Dark Fiber,439.27,Closed Lost,Not In Forecast,Nicole Foster,Direct,08/03/2025,11/15/2025
OPP-02348,Summit Cloud,DDoS Protection,228.56,Closed Lost,Not In Forecast,Jose Banales,Channel,03/05/2025,04/27/2025
OPP-02358,VectorData,SD-WAN,54.7,Closed Lost,Not In Forecast,Lisa Chen,Agent,03/22/2025,04/14/2025
OPP-02367,Quantum Networks,MPLS,244.75,Closed Lost,Not In Forecast,Lisa Chen,Channel,02/16/2026,02/23/2026
OPP-02368,Atlas Computing,Dark Fiber,324.8,Closed Lost,Not In Forecast,Chris Weber,Direct,06/13/2025,08/31/2025
OPP-02375,SilverStream,Ethernet,670.67,Closed Lost,Not In Forecast,Chris Weber,Channel,11/16/2024,12/28/2024
OPP-02378,NexGen Telecom,DDoS Protection,5709.6,Closed Lost,Not In Forecast,Nicole Foster,Channel,01/27/2026,03/02/2026
OPP-02382,Pinnacle IT,Wavelengths,384.99,Closed Lost,Not In Forecast,Jose Banales,Channel,01/11/2025,04/24/2025
OPP-02385,HorizonIO,Cloud Connect,556.2,Closed Lost,Not In Forecast,Jose Banales,Direct,03/26/2024,09/11/2024
OPP-02388,NexGen Telecom,Ethernet,473.86,Closed Lost,Not In Forecast,David Park,Channel,03/23/2025,06/06/2025
OPP-02389,PulseNet,Dark Fiber,478.73,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,12/30/2025,03/10/2026
OPP-02390,BluePeak,Dark Fiber,1123.2,Closed Lost,Not In Forecast,Lisa Chen,Agent,11/24/2024,03/16/2025
OPP-02391,SilverStream,Dark Fiber,336.75,Closed Lost,Not In Forecast,Jessica Kim,Agent,04/30/2024,05/20/2024
OPP-02396,RedRock Data,Wavelengths,1331.61,Closed Lost,Not In Forecast,Lisa Chen,Channel,08/12/2025,12/11/2025
OPP-02398,ByteWorks,Dark Fiber,749.1,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,07/20/2025,10/16/2025
OPP-02400,IronGate Tech,Ethernet,1184.66,Closed Lost,Not In Forecast,Lisa Chen,Direct,06/25/2024,09/24/2024
OPP-02406,SwiftNode,IP Transit,309.48,Closed Lost,Not In Forecast,Mark Thompson,Agent,05/02/2025,05/30/2025
OPP-02412,LinkStream,Colocation,1336.78,Closed Lost,Not In Forecast,Nicole Foster,Agent,05/05/2024,06/18/2024
OPP-02413,LinkStream,Dark Fiber,2973.34,Closed Lost,Not In Forecast,Jessica Kim,Direct,07/13/2024,11/04/2024
OPP-02416,SkyBridge Networks,Colocation,725.0,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,08/21/2024,01/06/2025
OPP-02417,PrimeRoute,Ethernet,44.01,Closed Lost,Not In Forecast,Nicole Foster,Agent,09/22/2024,12/28/2024
OPP-02420,Apex Digital,Ethernet,364.34,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,01/24/2026,02/21/2026
OPP-02423,Quantum Networks,DDoS Protection,2440.47,Closed Lost,Not In Forecast,Chris Weber,Agent,05/31/2025,10/08/2025
OPP-02426,HorizonIO,Dark Fiber,204.88,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,10/05/2025,12/28/2025
OPP-02427,WavePoint,Dark Fiber,332.68,Closed Lost,Not In Forecast,Mark Thompson,Agent,06/19/2024,08/03/2024
OPP-02433,EchoPoint,Ethernet,934.7,Closed Lost,Not In Forecast,Nicole Foster,Agent,12/30/2024,06/24/2025
OPP-02435,EchoPoint,MPLS,32.85,Closed Lost,Not In Forecast,Lisa Chen,Direct,12/03/2024,12/27/2024
OPP-02438,Cascade Networks,MPLS,163.6,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,11/27/2025,03/08/2026
OPP-02439,Apex Digital,Ethernet,250.33,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,07/23/2024,12/25/2024
OPP-02441,FlexNet Solutions,MPLS,322.68,Closed Lost,Not In Forecast,Chris Weber,Agent,11/01/2025,01/21/2026
OPP-02442,Atlas Computing,Dark Fiber,349.0,Closed Lost,Not In Forecast,Chris Weber,Agent,12/10/2024,06/02/2025
OPP-02446,IronGate Tech,MPLS,1592.58,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,05/10/2025,10/19/2025
OPP-02447,ByteWorks,Managed Services,312.72,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,09/18/2025,03/02/2026
OPP-02449,IronGate Tech,IP Transit,824.42,Closed Lost,Not In Forecast,Chris Weber,Channel,01/09/2026,02/27/2026
OPP-02453,LinkStream,SD-WAN,162.12,Closed Lost,Not In Forecast,David Park,Agent,04/08/2025,06/24/2025
OPP-02463,Acme Corp,Dark Fiber,1923.54,Closed Lost,Not In Forecast,David Park,Channel,01/28/2026,02/19/2026
OPP-02468,SkyBridge Networks,IP Transit,1547.69,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,03/21/2024,05/21/2024
OPP-02475,Apex Digital,Colocation,1018.05,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,07/31/2025,01/02/2026
OPP-02478,LinkStream,Wavelengths,570.54,Closed Lost,Not In Forecast,Nicole Foster,Direct,04/29/2024,05/28/2024
OPP-02480,FiberLink,MPLS,5707.61,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,06/30/2024,08/28/2024
OPP-02484,StarForge,SD-WAN,26.95,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,02/14/2025,05/17/2025
OPP-02487,Cascade Networks,IP Transit,320.86,Closed Lost,Not In Forecast,Mark Thompson,Agent,08/15/2025,10/01/2025
OPP-02489,Cascade Networks,Ethernet,475.47,Closed Lost,Not In Forecast,David Park,Channel,12/27/2025,02/16/2026
OPP-02490,OmniConnect,Managed Services,1287.0,Closed Lost,Not In Forecast,Mark Thompson,Direct,02/28/2025,08/19/2025
OPP-02491,RedRock Data,IP Transit,517.26,Closed Lost,Not In Forecast,David Park,Direct,02/23/2025,04/26/2025
OPP-02492,DataSync Labs,Cloud Connect,80.84,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,01/06/2025,06/11/2025
OPP-02493,TechFlow Inc,IP Transit,1188.04,Closed Lost,Not In Forecast,Mark Thompson,Channel,04/30/2025,10/17/2025
OPP-02496,Summit Cloud,Managed Services,95.97,Closed Lost,Not In Forecast,Chris Weber,Channel,05/10/2024,09/08/2024
OPP-02505,RedRock Data,DDoS Protection,179.76,Closed Lost,Not In Forecast,Jessica Kim,Agent,07/22/2025,10/13/2025
OPP-02507,OmniConnect,Cloud Connect,82.07,Closed Lost,Not In Forecast,Nicole Foster,Agent,12/26/2024,02/01/2025
OPP-02516,BluePeak,Dark Fiber,614.63,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,12/16/2024,04/13/2025
OPP-02518,NetScale Systems,Wavelengths,196.51,Closed Lost,Not In Forecast,Nicole Foster,Agent,02/15/2026,02/20/2026
OPP-02522,Titanium Labs,Wavelengths,50.49,Closed Lost,Not In Forecast,Nicole Foster,Agent,12/26/2024,03/27/2025
OPP-02523,FiberLink,SD-WAN,3874.2,Closed Lost,Not In Forecast,Nicole Foster,Direct,09/16/2024,02/11/2025
OPP-02525,DataSync Labs,Managed Services,1151.99,Closed Lost,Not In Forecast,Jose Banales,Channel,12/31/2025,03/10/2026
OPP-02527,CopperLine,SD-WAN,252.77,Closed Lost,Not In Forecast,Nicole Foster,Direct,10/19/2024,02/03/2025
OPP-02529,GoldGrid,SD-WAN,875.29,Closed Lost,Not In Forecast,Lisa Chen,Agent,09/11/2024,12/25/2024
OPP-02532,CopperLine,Cloud Connect,331.46,Closed Lost,Not In Forecast,Jessica Kim,Agent,09/12/2025,12/03/2025
OPP-02533,DigiPath,Ethernet,342.16,Closed Lost,Not In Forecast,Chris Weber,Direct,07/07/2025,08/17/2025
OPP-02537,SwiftNode,Dark Fiber,387.48,Closed Lost,Not In Forecast,Chris Weber,Channel,11/19/2025,01/18/2026
OPP-02538,Cascade Networks,Cloud Connect,841.07,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,01/27/2026,02/21/2026
OPP-02542,RedRock Data,SD-WAN,106.35,Closed Lost,Not In Forecast,Nicole Foster,Direct,10/20/2025,02/17/2026
OPP-02545,PulseNet,DDoS Protection,3413.19,Closed Lost,Not In Forecast,Lisa Chen,Agent,08/09/2024,12/31/2024
OPP-02546,Cascade Networks,DDoS Protection,158.64,Closed Lost,Not In Forecast,Chris Weber,Agent,01/20/2026,03/18/2026
OPP-02554,Acme Corp,DDoS Protection,152.34,Closed Lost,Not In Forecast,Jessica Kim,Channel,04/04/2025,04/19/2025
OPP-02556,EchoPoint,Colocation,407.93,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,10/31/2024,11/26/2024
OPP-02558,GoldGrid,Wavelengths,507.53,Closed Lost,Not In Forecast,Chris Weber,Direct,11/29/2024,05/08/2025
OPP-02561,Atlas Computing,Dark Fiber,123.11,Closed Lost,Not In Forecast,Jessica Kim,Channel,04/29/2025,06/18/2025
OPP-02563,Summit Cloud,Dark Fiber,590.91,Closed Lost,Not In Forecast,Mark Thompson,Agent,01/17/2025,03/22/2025
OPP-02567,ClearPath,MPLS,670.37,Closed Lost,Not In Forecast,Jessica Kim,Direct,03/06/2025,07/04/2025
OPP-02575,OmniConnect,DDoS Protection,125.15,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,10/29/2025,01/05/2026
OPP-02580,ByteWorks,Managed Services,79.13,Closed Lost,Not In Forecast,Jessica Kim,Agent,11/17/2024,03/03/2025
OPP-02583,TechFlow Inc,DDoS Protection,785.97,Closed Lost,Not In Forecast,Jose Banales,Channel,09/29/2024,01/09/2025
OPP-02585,CloudFirst,Dark Fiber,174.1,Closed Lost,Not In Forecast,Chris Weber,Channel,03/01/2025,05/17/2025
OPP-02593,Acme Corp,Managed Services,437.48,Closed Lost,Not In Forecast,Jose Banales,Direct,06/07/2024,07/30/2024
OPP-02595,PrimeRoute,Colocation,322.68,Closed Lost,Not In Forecast,Jessica Kim,Agent,07/08/2025,10/12/2025
OPP-02596,TechFlow Inc,Wavelengths,218.42,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,05/09/2024,07/21/2024
OPP-02599,CloudFirst,Wavelengths,93.51,Closed Lost,Not In Forecast,David Park,Channel,12/17/2024,05/17/2025
OPP-02606,CopperLine,DDoS Protection,654.26,Closed Lost,Not In Forecast,Mark Thompson,Channel,01/15/2026,02/20/2026
OPP-02607,Pinnacle IT,Managed Services,26.62,Closed Lost,Not In Forecast,Lisa Chen,Agent,01/16/2025,03/20/2025
OPP-02613,PrimeRoute,Dark Fiber,255.92,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,04/27/2025,07/30/2025
OPP-02614,NetScale Systems,SD-WAN,3399.63,Closed Lost,Not In Forecast,Jessica Kim,Channel,09/03/2025,11/25/2025
